,Title,Year,Genres,Language,Country,Content Rating,Duration,Aspect Ratio,Budget,Gross Earnings,Director,Actor 1,Actor 2,Actor 3,Facebook Likes - Director,Facebook Likes - Actor 1,Facebook Likes - Actor 2,Facebook Likes - Actor 3,Facebook Likes - cast Total,Facebook likes - Movie,Facenumber in posters,User Votes,Reviews by Users,Reviews by Crtiics,IMDB Score,Net Earnings
1226,Fantasia 2000 ,1999,Animation|Family|Fantasy|Music,English,USA,G,74,1.78,80000000.0,60507228.0,James Algar,Quincy Jones,Penn Jillette,Russi Taylor,11,340,243,62.0,814,607,0,27543,186,129.0,7.3,-19492772.0
1227,Felicia's Journey ,1999,Drama|Thriller,English,Canada,PG-13,116,2.35,3.0,819852.0,Atom Egoyan,Bob Hoskins,Elaine Cassidy,Gerard McSorley,460,5000,203,71.0,5426,284,0,6690,83,95.0,7.0,819849.0
1228,Fight Club ,1999,Drama,English,USA,R,151,2.35,63000000.0,37023395.0,David Fincher,Brad Pitt,Meat Loaf,Eugenie Bondurant,21000,11000,783,637.0,13209,48000,2,1347461,2968,315.0,8.8,-25976605.0
1229,Flawless ,1999,Comedy|Crime|Drama,English,USA,R,112,1.85,15000000.0,4485485.0,Joel Schumacher,Robert De Niro,Philip Seymour Hoffman,Chris Bauer,541,22000,22000,638.0,46022,0,1,14612,105,78.0,6.4,-10514515.0
1230,Foolish ,1999,Comedy|Drama,English,USA,R,84,3.0,2000000.0,6026908.0,Dave Meyers,Eddie Griffin,Clifton Powell,Marla Gibbs,11,489,469,249.0,2196,43,0,536,13,16.0,4.3,4026908.0
1231,For Love of the Game ,1999,Drama|Romance|Sport,English,USA,PG-13,137,2.35,50000000.0,35168395.0,Sam Raimi,J.K. Simmons,Kelly Preston,Carmine Giovinazzo,0,24000,743,432.0,25469,0,0,26034,226,113.0,6.5,-14831605.0
1232,Galaxy Quest ,1999,Adventure|Comedy|Sci-Fi,English,USA,PG,102,2.35,45000000.0,71423726.0,Dean Parisot,Alan Rickman,Enrico Colantoni,Robin Sachs,23,25000,724,436.0,26998,19000,3,123558,609,213.0,7.3,26423726.0
1233,Ghost Dog: The Way of the Samurai ,1999,Action|Crime|Drama|Thriller,English,France,R,116,1.85,3.0,3300230.0,Jim Jarmusch,Henry Silva,Gano Grills,Richard Portnow,0,251,147,116.0,675,0,1,70084,346,167.0,7.5,3300227.0
1234,"Girl, Interrupted ",1999,Biography|Drama,English,USA,R,127,1.85,24000000.0,28871190.0,James Mangold,Angelina Jolie Pitt,Clea DuVall,Vanessa Redgrave,446,11000,1000,898.0,13433,0,0,125421,385,133.0,7.3,4871190.0
1235,Go ,1999,Comedy|Crime,English,USA,R,102,2.35,6500000.0,16842303.0,Doug Liman,Sarah Polley,Jay Mohr,Scott Wolf,218,900,563,376.0,2475,0,3,59474,418,137.0,7.3,10342303.0
1236,Godzilla 2000 ,1999,Action|Adventure|Drama|Sci-Fi|Thriller,Japanese,Japan,PG,99,2.35,1000000000.0,10037390.0,Takao Okawara,Hiroshi Abe,Naomi Nishida,Sakae Kimura,2,43,3,3.0,53,339,0,5442,140,107.0,6.0,-989962610.0
1237,"Happy, Texas ",1999,Comedy|Crime|Romance,English,USA,PG-13,98,1.85,1700000.0,1943649.0,Mark Illsley,Ally Walker,Illeana Douglas,Jeremy Northam,3,349,347,327.0,2095,374,3,8697,122,77.0,6.3,243649.0
1238,Held Up ,1999,Comedy,English,USA,PG-13,89,1.85,8000000.0,4692814.0,Steve Rash,Barry Corbin,Nia Long,Jake Busey,15,883,826,660.0,3291,77,2,2870,34,11.0,5.1,-3307186.0
1239,House on Haunted Hill ,1999,Horror|Mystery|Thriller,English,USA,R,93,1.37,19000000.0,40846082.0,William Malone,Jeffrey Combs,Peter Gallagher,Bridgette Wilson-Sampras,37,885,828,545.0,2872,0,0,45317,536,147.0,5.6,21846082.0
1240,Human Traffic ,1999,Comedy|Music,English,UK,R,99,1.85,2200000.0,104257.0,Justin Kerrigan,Danny Dyer,John Simm,Shaun Parkes,8,798,472,78.0,1430,0,2,19194,160,47.0,7.1,-2095743.0
1241,Idle Hands ,1999,Comedy|Fantasy|Horror|Thriller,English,USA,R,92,1.85,20000000.0,4002955.0,Rodman Flender,Vivica A. Fox,Fred Willard,Elden Henson,6,890,729,577.0,3654,0,0,33745,198,59.0,6.2,-15997045.0
1242,In Dreams ,1999,Drama|Fantasy|Thriller,English,USA,R,100,1.85,30000000.0,11900000.0,Neil Jordan,Robert Downey Jr.,Aidan Quinn,Paul Guilfoyle,277,21000,767,210.0,22006,654,0,11003,148,62.0,5.5,-18100000.0
1243,In Too Deep ,1999,Crime|Drama|Thriller,English,USA,R,95,2.35,7000000.0,14003141.0,Michael Rymer,LL Cool J,Omar Epps,Nia Long,48,1000,865,826.0,4837,375,1,4598,29,28.0,6.1,7003141.0
1244,Inspector Gadget ,1999,Action|Adventure|Comedy|Family|Sci-Fi,English,USA,PG,110,1.85,75000000.0,97360069.0,David Kellogg,Matthew Broderick,Rene Auberjonois,Rupert Everett,16,2000,710,692.0,5320,509,0,36491,231,70.0,4.1,22360069.0
1245,Instinct ,1999,Drama|Thriller,English,USA,R,126,2.35,55000000.0,34098563.0,Jon Turteltaub,Anthony Hopkins,Maura Tierney,John Ashton,226,12000,509,241.0,13406,0,1,27191,232,100.0,6.5,-20901437.0
1246,Jakob the Liar ,1999,Drama|War,English,France,PG-13,120,1.85,15000000.0,4956401.0,Peter Kassovitz,Robin Williams,Mark Margolis,Michael Jeter,0,49000,1000,693.0,51657,0,2,12601,89,68.0,6.5,-10043599.0
1247,Jawbreaker ,1999,Comedy|Crime|Thriller,English,USA,R,87,1.85,3500000.0,3071947.0,Darren Stein,Julie Benz,Judy Greer,Jeff Conaway,18,3000,2000,844.0,9555,0,3,18711,183,49.0,5.4,-428053.0
1248,Jesus' Son ,1999,Drama,English,USA,R,107,2.35,2500000.0,1282084.0,Alison Maclean,Billy Crudup,Samantha Morton,Mark Webber,7,745,631,442.0,2125,500,1,6221,87,74.0,7.0,-1217916.0
1249,Just Looking ,1999,Comedy|Drama,English,USA,R,97,1.85,3000000.0,39852.0,Jason Alexander,Gretchen Mol,Patti LuPone,Peter Onorati,700,599,325,56.0,1030,117,1,1238,25,20.0,6.7,-2960148.0
1250,Lake Placid ,1999,Action|Comedy|Horror,English,USA,R,82,2.35,27000000.0,31768374.0,Steve Miner,Oliver Platt,Bridget Fonda,Ty Olsson,49,1000,888,429.0,3313,2000,0,42761,366,152.0,5.6,4768374.0
1251,Light It Up ,1999,Drama|Thriller,English,USA,R,99,1.85,13000000.0,5871603.0,Craig Bolotin,Rosario Dawson,Vanessa Williams,Robert Ri'chard,7,3000,1000,730.0,6485,251,3,3116,39,39.0,6.0,-7128397.0
1252,Limbo ,1999,Adventure|Drama|Thriller,English,USA,R,126,1.85,8000000.0,1997807.0,John Sayles,Mary Elizabeth Mastrantonio,Casey Siemaszko,Vanessa Martinez,407,638,107,39.0,823,196,0,5158,140,46.0,7.1,-6002193.0
1253,Love Stinks ,1999,Comedy,English,USA,R,94,1.85,4000000.0,2800000.0,Jeff Franklin,Ivana Milicevic,Tyra Banks,Bridgette Wilson-Sampras,24,834,625,545.0,2662,309,3,4377,85,45.0,5.8,-1200000.0
1254,Magnolia ,1999,Drama,English,USA,R,188,2.35,37000000.0,22450975.0,Paul Thomas Anderson,Patton Oswalt,Neil Flynn,Jim Meskimen,0,786,625,272.0,1906,13000,1,241030,1437,224.0,8.0,-14549025.0
1255,Man on the Moon ,1999,Biography|Comedy|Drama,English,UK,R,118,2.35,52000000.0,34580635.0,Milos Forman,Matt Price,Gerry Becker,Tom Dreesen,869,134,27,21.0,209,0,1,100743,549,140.0,7.4,-17419365.0
1256,Message in a Bottle ,1999,Drama|Romance,English,USA,PG-13,131,2.35,55000000.0,52799004.0,Luis Mandoki,Robin Wright,John Savage,Raphael Sbarge,43,18000,652,362.0,19815,0,0,28942,223,85.0,6.1,-2200996.0
1257,Mickey Blue Eyes ,1999,Comedy|Crime|Romance,English,UK,PG-13,102,1.85,40000000.0,33864342.0,Kelly Makin,Jeanne Tripplehorn,Burt Young,Vincent Pastore,6,711,683,584.0,2913,445,1,29968,117,90.0,5.8,-6135658.0
1258,Molly ,1999,Comedy|Drama|Romance,English,USA,PG-13,102,1.85,21000000.0,15593.0,John Duigan,Elaine Hendrix,Jill Hennessy,Sarah Wynter,18,670,419,186.0,1562,284,1,2295,40,16.0,5.8,-20984407.0
1259,Mumford ,1999,Comedy|Drama,English,USA,R,112,2.35,28000000.0,4554569.0,Lawrence Kasdan,Zooey Deschanel,Alfre Woodard,Mary McDonnell,759,11000,1000,933.0,17873,209,4,8134,123,65.0,6.9,-23445431.0
1260,Muppets from Space ,1999,Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,English,USA,G,87,1.85,24000000.0,16290976.0,Tim Hill,Josh Charles,F. Murray Abraham,David Arquette,25,1000,670,611.0,3243,619,0,14637,100,70.0,6.2,-7709024.0
1261,My Favorite Martian ,1999,Comedy|Family|Sci-Fi,English,USA,PG,94,1.85,65000000.0,36830057.0,Donald Petrie,Steven Anthony Lawrence,Ray Walston,Michael Lerner,80,1000,417,230.0,2151,448,2,10883,73,49.0,4.9,-28169943.0
1262,Mystery Men ,1999,Action|Comedy|Fantasy|Sci-Fi,English,USA,PG-13,121,1.85,65000000.0,29655590.0,Kinka Usher,Janeane Garofalo,Wes Studi,Eddie Izzard,18,1000,855,776.0,3986,0,4,53970,435,125.0,6.0,-35344410.0
1263,"Mystery, Alaska ",1999,Comedy|Drama|Sport,English,Canada,R,119,2.35,28000000.0,8888143.0,Jay Roach,Scott Grimes,Mary McCormack,Ron Eldard,116,738,428,385.0,2171,913,0,22250,123,74.0,6.7,-19111857.0
1264,Notting Hill ,1999,Comedy|Drama|Romance,English,UK,PG-13,124,2.35,42000000.0,116006080.0,Roger Michell,Julia Roberts,Clarke Peters,Dylan Moran,50,8000,437,427.0,9255,11000,1,203269,602,150.0,7.0,74006080.0
1265,Office Space ,1999,Comedy,English,USA,R,89,1.85,10000000.0,10824921.0,Mike Judge,Gary Cole,Stephen Root,Diedrich Bader,406,989,939,759.0,3462,16000,0,200293,621,144.0,7.8,824921.0
1266,One Man's Hero ,1999,Action|Drama|History|Romance|War|Western,English,Spain,R,121,2.35,11350000.0,229311.0,Lance Hool,Tom Berenger,Joaquim de Almeida,Mark Moses,0,854,578,353.0,2705,271,2,899,42,10.0,6.2,-11120689.0
1267,Outside Providence ,1999,Comedy|Drama|Romance,English,USA,R,96,1.85,7000000.0,7292175.0,Michael Corrente,Jonathan Brandis,George Wendt,Shawn Hatosy,30,761,412,407.0,2018,0,3,7736,100,72.0,6.4,292175.0
1268,Payback ,1999,Action|Crime|Drama|Thriller,English,USA,R,90,2.35,50000000.0,81517441.0,Brian Helgeland,Bill Duke,Deborah Kara Unger,William Devane,241,1000,495,416.0,3148,0,1,111368,394,143.0,7.1,31517441.0
1269,Play It to the Bone ,1999,Comedy|Drama|Sport,English,USA,R,124,2.35,24000000.0,8427204.0,Ron Shelton,Willie Garson,Robert Wagner,Lolita Davidovich,41,512,481,197.0,1523,153,0,10100,59,73.0,5.4,-15572796.0
1270,Pushing Tin ,1999,Comedy|Drama|Romance,English,USA,R,124,2.35,38000000.0,8406264.0,Mike Newell,Angelina Jolie Pitt,Kurt Fuller,Jake Weber,179,11000,617,551.0,13093,783,3,24826,175,56.0,6.0,-29593736.0
1271,Random Hearts ,1999,Drama|Mystery|Romance,English,USA,R,133,1.85,64000000.0,31054924.0,Sydney Pollack,Harrison Ford,Kristin Scott Thomas,Bill Cobbs,521,11000,1000,970.0,16710,295,1,17025,290,96.0,5.1,-32945076.0
1272,Ravenous ,1999,Fantasy|Horror|Thriller,English,Czech Republic,R,101,2.35,12000000.0,2060953.0,Antonia Bird,Jeremy Davies,Jeffrey Jones,David Arquette,61,769,692,611.0,2543,0,0,29990,316,131.0,7.1,-9939047.0
1273,Ride with the Devil ,1999,Drama|Romance|War|Western,English,USA,R,148,2.35,35000000.0,630779.0,Ang Lee,Jeremy W. Auman,Jeffrey Dover,Tobey Maguire,0,3,2,0.0,5,633,0,11101,159,95.0,6.8,-34369221.0
1274,Runaway Bride ,1999,Comedy|Romance,English,USA,PG,116,2.35,70000000.0,152149590.0,Garry Marshall,Julia Roberts,Christopher Meloni,Hector Elizondo,0,8000,3000,995.0,12790,0,2,74274,255,103.0,5.5,82149590.0
1275,She's All That ,1999,Comedy|Romance,English,USA,PG-13,95,1.85,10000000.0,63319509.0,Robert Iscove,Paul Walker,Clea DuVall,Kieran Culkin,7,23000,1000,1000.0,28734,0,2,67115,389,96.0,5.8,53319509.0
1276,Simply Irresistible ,1999,Comedy|Drama|Fantasy|Romance,English,Germany,PG-13,96,2.35,6000000.0,4394936.0,Mark Tarlov,Sarah Michelle Gellar,Dylan Baker,Lawrence Gilliard Jr.,3,4000,812,353.0,5668,901,1,11439,190,35.0,5.3,-1605064.0
1277,Smiling Fish & Goat on Fire ,1999,Comedy|Romance,English,USA,R,90,1.85,40000.0,277233.0,Kevin Jordan,Derick Martini,Christa Miller,Ion Overman,4,20000,467,113.0,20814,0,5,2631,26,21.0,7.6,237233.0
1278,Snow Falling on Cedars ,1999,Drama|Mystery|Romance|Thriller,English,USA,PG-13,127,2.35,36000000.0,14378353.0,Scott Hicks,Rick Yune,Reeve Carney,Daniel von Bargen,96,746,602,577.0,2393,846,1,12375,194,95.0,6.8,-21621647.0
1279,South Park: Bigger Longer & Uncut ,1999,Animation|Comedy|Fantasy|Musical,English,USA,R,81,1.85,21000000.0,52008288.0,Trey Parker,Minnie Driver,Eric Idle,Trey Parker,406,893,795,406.0,3003,0,1,162037,928,163.0,7.8,31008288.0
1280,Speedway Junky ,1999,Crime|Drama|Romance,English,USA,R,105,3.0,1000000.0,3.0,Nickolas Perry,Patrick Renna,Patsy Kensit,Adrienne Frantz,5,590,231,73.0,1042,27,2,1434,43,8.0,5.2,-999997.0
1281,Star Wars: Episode I - The Phantom Menace ,1999,Action|Adventure|Fantasy|Sci-Fi,English,USA,PG,136,2.35,115000000.0,474544677.0,George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,0,20000,14000,1000.0,37723,13000,1,534658,3597,320.0,6.5,359544677.0
1282,Stigmata ,1999,Horror,English,USA,R,103,2.35,29000000.0,50041732.0,Rupert Wainwright,Nia Long,Enrico Colantoni,Portia de Rossi,9,826,724,573.0,3004,0,0,54390,398,131.0,6.2,21041732.0
1283,Stir of Echoes ,1999,Horror|Mystery|Thriller,English,USA,R,99,1.85,12000000.0,21133087.0,David Koepp,Illeana Douglas,Kathryn Erbe,Lusia Strus,192,347,301,282.0,1254,0,0,62468,374,164.0,7.0,9133087.0
1284,Stuart Little ,1999,Adventure|Comedy|Family|Fantasy,English,Germany,PG,84,1.85,133000000.0,140015224.0,Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,50,979,886,692.0,3382,0,0,94172,179,101.0,5.9,7015224.0
1285,Sugar Town ,1999,Comedy|Music,English,UK,R,92,3.0,250000.0,177840.0,Allison Anders,Ally Sheedy,Rosanna Arquette,John Doe,99,793,605,181.0,1987,93,2,708,22,29.0,6.1,-72160.0
1286,Summer of Sam ,1999,Crime|Drama|Romance|Thriller,English,USA,R,142,1.85,22000000.0,19283782.0,Spike Lee,Mira Sorvino,Jennifer Esposito,Mike Starr,0,978,911,854.0,5386,0,0,31227,354,85.0,6.6,-2716218.0
1287,Superstar ,1999,Comedy|Romance,English,USA,PG-13,81,1.85,14000000.0,30628981.0,Bruce McCulloch,Will Ferrell,Elaine Hendrix,Molly Shannon,54,8000,670,636.0,10792,2000,1,15047,160,43.0,5.0,16628981.0
1288,Tea with Mussolini ,1999,Comedy|Drama|War,English,Italy,PG,117,1.85,12000000.0,14348123.0,Franco Zeffirelli,Lily Tomlin,Joan Plowright,Paolo Seganti,160,718,330,55.0,1148,970,6,9323,157,62.0,6.9,2348123.0
1289,The 13th Warrior ,1999,Action|Adventure|History,English,USA,R,102,2.35,85000000.0,32694788.0,John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,323,845,372,241.0,1815,0,1,101411,546,85.0,6.6,-52305212.0
1290,The Adventures of Elmo in Grouchland ,1999,Adventure|Comedy|Family|Fantasy|Musical,English,USA,G,73,1.85,17000000.0,11634458.0,Gary Halvorson,Vanessa Williams,Kevin Clash,Caroll Spinney,11,1000,436,142.0,2020,339,0,2045,37,44.0,5.8,-5365542.0
1291,The Astronaut's Wife ,1999,Drama|Sci-Fi|Thriller,English,USA,R,109,1.85,34000000.0,10654581.0,Rand Ravich,Johnny Depp,Charlize Theron,Clea DuVall,7,40000,9000,1000.0,52621,1000,0,45497,260,107.0,5.3,-23345419.0
1292,The Astronaut's Wife ,1999,Drama|Sci-Fi|Thriller,English,USA,R,109,1.85,34000000.0,10654581.0,Rand Ravich,Johnny Depp,Charlize Theron,Clea DuVall,7,40000,9000,1000.0,52621,1000,0,45500,260,107.0,5.3,-23345419.0
1293,The Basket ,1999,Drama,English,USA,PG,105,1.85,1300000.0,609042.0,Rich Cowan,Eric Dane,Karen Allen,Peter Coyote,7,2000,783,548.0,3475,117,2,449,38,14.0,6.5,-690958.0
1294,The Best Man ,1999,Comedy|Drama,English,USA,R,120,1.85,9000000.0,34074895.0,Malcolm D. Lee,Harold Perrineau,Sanaa Lathan,Jarrod Bunch,92,1000,886,862.0,5420,0,6,6525,79,32.0,6.7,25074895.0
1295,The Big Tease ,1999,Comedy,English,UK,R,86,1.85,4000000.0,185577.0,Kevin Allen,Craig Ferguson,Frances Fisher,Mary McCormack,8,759,638,428.0,2805,182,1,2133,31,33.0,6.3,-3814423.0
1296,The Blair Witch Project ,1999,Horror,English,USA,R,81,1.33,60000.0,140530114.0,Daniel Myrick,Heather Donahue,Joshua Leonard,Michael C. Williams,19,170,170,39.0,399,0,0,186786,3400,360.0,6.4,140470114.0
1297,The Bone Collector ,1999,Crime|Drama|Mystery|Thriller,English,USA,R,118,2.35,48000000.0,66488090.0,Phillip Noyce,Denzel Washington,Angelina Jolie Pitt,Leland Orser,176,18000,11000,308.0,29748,0,2,120202,397,75.0,6.7,18488090.0
1298,The Boondock Saints ,1999,Action|Crime|Thriller,English,Canada,R,102,2.35,7000000.0,3.0,Troy Duffy,Norman Reedus,David Della Rocco,Bob Marley,78,12000,333,184.0,12680,16000,2,197845,876,100.0,7.9,-6999997.0
1299,The Corruptor ,1999,Action|Crime|Drama|Mystery|Thriller,English,USA,R,110,2.35,30000000.0,15156200.0,James Foley,Byron Mann,Paul Ben-Victor,Kim Chan,164,258,218,45.0,571,328,2,15358,131,91.0,6.0,-14843800.0
1300,The Deep End of the Ocean ,1999,Drama,English,USA,PG-13,106,1.85,40000000.0,13376506.0,Ulu Grosbard,Alexa PenaVega,Treat Williams,Jonathan Jackson,22,2000,642,613.0,4327,579,1,10413,111,54.0,6.3,-26623494.0
1301,The End of the Affair ,1999,Drama|Romance,English,UK,R,102,1.85,23000000.0,10660147.0,Neil Jordan,Stephen Rea,Ian Hart,James Bolam,277,327,261,57.0,672,0,0,17740,165,90.0,7.2,-12339853.0
1302,The General's Daughter ,1999,Drama|Mystery|Thriller,English,USA,R,116,2.35,95000000.0,102678089.0,Simon West,Daniel von Bargen,Timothy Hutton,Clarence Williams III,165,577,501,475.0,2321,885,0,42705,274,113.0,6.3,7678089.0
1303,The Green Mile ,1999,Crime|Drama|Fantasy|Mystery,English,USA,R,189,1.85,60000000.0,136801374.0,Frank Darabont,Tom Hanks,Jeffrey DeMunn,Michael Jeter,0,15000,745,693.0,17716,30000,0,782610,1377,186.0,8.5,76801374.0
1304,The Haunting ,1999,Fantasy|Horror|Mystery|Thriller,English,USA,PG-13,113,2.35,80000000.0,91188905.0,Jan de Bont,Liam Neeson,Lili Taylor,Virginia Madsen,101,14000,960,913.0,17786,0,0,58184,805,167.0,4.9,11188905.0
1305,The Hurricane ,1999,Biography|Drama|Sport,English,USA,R,146,1.85,38000000.0,50668906.0,Norman Jewison,Denzel Washington,Vincent Pastore,Deborah Kara Unger,278,18000,584,494.0,20516,0,0,76016,265,65.0,7.6,12668906.0
1306,The Insider ,1999,Biography|Drama|Thriller,English,USA,R,157,2.35,68000000.0,28965197.0,Michael Mann,Al Pacino,Rip Torn,Debi Mazar,0,14000,826,680.0,18216,0,1,133526,521,209.0,7.9,-39034803.0
1307,The Iron Giant ,1999,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,English,USA,PG,90,2.35,70000000.0,23159305.0,Brad Bird,Vin Diesel,Harry Connick Jr.,M. Emmet Walsh,663,14000,631,521.0,16358,0,1,128455,514,162.0,8.0,-46840695.0
1308,The Limey ,1999,Crime|Drama|Mystery|Thriller,English,USA,R,89,1.85,9000000.0,3193102.0,Steven Soderbergh,Peter Fonda,Lesley Ann Warren,William Lucking,0,402,296,132.0,1335,944,0,24412,240,111.0,7.1,-5806898.0
1309,The Loss of Sexual Innocence ,1999,Drama,English,USA,R,106,1.78,4000000.0,399793.0,Mike Figgis,Kelly Macdonald,Saffron Burrows,Julian Sands,81,2000,811,687.0,4343,111,0,2877,70,31.0,5.4,-3600207.0
1310,The Matrix ,1999,Action|Sci-Fi,English,USA,R,136,2.35,63000000.0,171383253.0,Lana Wachowski,Keanu Reeves,Marcus Chong,Gloria Foster,0,18000,145,99.0,18563,25000,3,1217752,3646,313.0,8.7,108383253.0
1311,The Messenger: The Story of Joan of Arc ,1999,Adventure|Biography|Drama|History|War,English,France,R,158,2.35,390000000.0,14131298.0,Luc Besson,Paul Brooke,David Bailie,Rab Affleck,0,51,40,15.0,144,0,0,55889,390,111.0,6.4,-375868702.0
1312,The Muse ,1999,Comedy,English,USA,PG-13,97,1.37,15000000.0,11614236.0,Albert Brooks,Jeff Bridges,Bradley Whitford,Albert Brooks,745,12000,821,745.0,15209,251,2,9294,140,97.0,5.6,-3385764.0
1313,The Ninth Gate ,1999,Mystery|Thriller,English,Spain,R,133,2.35,38000000.0,18653746.0,Roman Polanski,Johnny Depp,Frank Langella,Lena Olin,2000,40000,903,541.0,42344,0,1,137722,638,172.0,6.7,-19346254.0
1314,The Omega Code ,1999,Action|Adventure|Fantasy|Sci-Fi|Thriller,English,USA,PG-13,100,1.37,7500000.0,12610552.0,Robert Marcarelli,George Coe,William Hootkins,Ayla Kell,0,488,488,440.0,2428,129,0,4682,206,39.0,3.5,5110552.0
1315,The Out-of-Towners ,1999,Comedy,English,USA,PG-13,90,1.85,40000000.0,28535768.0,Sam Weisman,Oliver Hudson,Valerie Perri,Carlease Burke,39,607,322,210.0,1335,279,2,10446,105,62.0,5.3,-11464232.0
1316,The Rage: Carrie 2 ,1999,Horror|Sci-Fi|Thriller,English,USA,R,104,1.85,21000000.0,17757087.0,Katt Shea,Jason London,Rachel Blanchard,Eddie Kaye Thomas,52,711,490,484.0,3162,897,1,13065,253,85.0,4.6,-3242913.0
1317,The Sixth Sense ,1999,Drama|Mystery|Thriller,English,USA,PG-13,107,1.85,40000000.0,293501675.0,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Olivia Williams,0,13000,3000,766.0,17540,14000,0,704766,2073,234.0,8.1,253501675.0
1318,The Story of Us ,1999,Comedy|Drama|Romance,English,USA,R,95,1.85,50000000.0,27067160.0,Rob Reiner,Bruce Willis,Tim Matheson,Rita Wilson,0,13000,559,323.0,14706,0,1,18404,150,99.0,5.9,-22932840.0
1319,The Straight Story ,1999,Biography|Drama,English,France,G,112,2.35,10000000.0,6197866.0,David Lynch,Sissy Spacek,Richard Farnsworth,Everett McGill,0,874,262,201.0,1351,0,0,63733,414,143.0,8.0,-3802134.0
1320,The Talented Mr. Ripley ,1999,Crime|Drama|Thriller,English,USA,R,139,1.85,40000000.0,81292135.0,Anthony Minghella,Philip Seymour Hoffman,Matt Damon,Jack Davenport,333,22000,13000,1000.0,36810,0,1,137891,696,203.0,7.3,41292135.0
1321,The Thirteenth Floor ,1999,Mystery|Sci-Fi|Thriller,English,Germany,R,100,2.35,16000000.0,15500000.0,Josef Rusnak,Gretchen Mol,Craig Bierko,Brad William Henke,9,599,380,363.0,2389,0,0,51996,302,111.0,7.0,-500000.0
1322,The Thomas Crown Affair ,1999,Crime|Romance|Thriller,English,USA,R,113,2.35,48000000.0,69304264.0,John McTiernan,Mark Margolis,Faye Dunaway,Denis Leary,323,1000,977,835.0,4660,0,0,73068,419,152.0,6.8,21304264.0
1323,The Virgin Suicides ,1999,Drama|Romance,English,USA,R,90,1.85,6000000.0,4859475.0,Sofia Coppola,Kirsten Dunst,Kathleen Turner,Scott Glenn,0,4000,899,826.0,7103,0,0,116910,520,152.0,7.2,-1140525.0
1324,The Woman Chaser ,1999,Comedy,English,USA,3,88,3.0,1200000.0,110720.0,Robinson Devor,Marilyn Rising,Eugene Roche,Max Kerstein,14,142,23,3.0,168,73,0,524,22,18.0,7.3,-1089280.0
1325,The Wood ,1999,Comedy|Drama|Romance,English,USA,R,106,1.85,6000000.0,25047631.0,Rick Famuyiwa,Omar Epps,Tamala Jones,Richard T. Jones,44,865,405,328.0,2724,990,0,6585,50,18.0,6.9,19047631.0
1326,The World Is Not Enough ,1999,Action|Adventure|Thriller,English,UK,PG-13,128,2.35,135000000.0,126930660.0,Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,150,766,536,244.0,2037,2000,2,157519,683,197.0,6.4,-8069340.0
1327,Three Kings ,1999,Action|Adventure|Comedy|Drama|War,English,USA,R,114,2.35,48000000.0,60652036.0,David O. Russell,Judy Greer,Jamie Kennedy,Mykelti Williamson,737,2000,490,393.0,3743,3000,1,137854,560,150.0,7.1,12652036.0
1328,Three to Tango ,1999,Comedy|Romance,English,Australia,PG-13,98,1.37,20000000.0,10544143.0,Damon Santostefano,Matthew Perry,Oliver Platt,David Ramsey,4,2000,1000,677.0,4843,311,2,16372,121,81.0,6.1,-9455857.0
1329,Topsy-Turvy ,1999,Biography|Comedy|Drama|History|Music|Musical,English,UK,R,154,1.66,10000000.0,6201757.0,Mike Leigh,Jim Broadbent,Dexter Fletcher,Lesley Manville,608,1000,452,149.0,1690,608,1,10037,202,103.0,7.4,-3798243.0
1330,Toy Story 2 ,1999,Adventure|Animation|Comedy|Family|Fantasy,English,USA,G,82,1.85,90000000.0,245823397.0,John Lasseter,Tom Hanks,John Ratzenberger,Wayne Knight,487,15000,1000,967.0,21275,0,2,385871,515,191.0,7.9,155823397.0
1331,Trippin' ,1999,Comedy,English,USA,R,94,1.85,3.0,9016377.0,David Raynr,Donald Faison,Deon Richmond,Countess Vaughn,9,927,209,200.0,1936,143,3,1004,8,16.0,5.2,9016374.0
